identifier,title,description,language,creator,created,display_date,date,start_date,end_date,subject,type,medium,extent,spatial,collection,repository,rights,visibility
sfdst006204,"Zone Fire School Members, Salem VA, April 22-26, 1957","Group photograph on the steps of a building with columns, with the writing on the back reading ""Zone fire school, Salem VA, April 22-26, 1957""",en,,1957/04/22||1957/04/26,1957-04-22/1957-04-26,1957-04-22||1957-04-26,1957-04-22,1957-04-26,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006205,Fire Fighting Demonstration,"Photographs of demonstrations of fire fighting methods with a group of men and women, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,4 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006206,Extinguished Car Fire,"Photograph of an extinguished car fire with a group of men surrounding the car, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006207,Man Shoveling Snow,"Photograph of a man shoveling snow in front of a building and car on the side of the road, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006208,"Richmond Fire Department, Engine Co. No. 5, August 1938","Photograph of Richmond Fire Department, Engine Co No. 5, taken in August 1938",en,,1938/08,1938-08,1938-08,1938-08,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006209,Crowd of People,"Crowd of people with a man drinking, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006210,Group Photograph,"Group photograph, with one in the first standing row circled in blue, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006211,Putting Out a Fire,"Group of men on the ground helping with the hose that the man is using on an elevated structure to help put out a fire, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006212,Salem Park Master Plan,"Salem Park layout, titled ""Master Plan for Salem Park in Salem, Virginia"", undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006213,Parade,"Parade photograph of an ongoing procession with a hose cart, men drawing a cart as well as a horse drawn carriage and some vehicles, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006214,Salem Fire Department Station No. 1,"Salem Fire Station photograph, with the building reading ""Salem Fire Department Station No. 1"" on the front of it, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006215,Man Hanging from a Fire Truck Ladder,"Man hanging from a fire truck ladder with a harness, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006216,Fire Fighters Group Photograph,"Fire fighter group photo, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006217,1953 Fire School Group Photograph,"Fire School group photo, 1953",en,,1953,1953,1953,1953,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006218,Fire Fighting Demonstration,"Fire fighting demonstration for a group of people, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006219,"Fire Damage Photographs Taken by A.J. Kelley, December 1, 1941","Fire damage of a small home, photos by A.J. Kelly, dated for December 1, 1941",en,,1941/12/01,1941-12-01,1941-12-01,1941-12-01,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006220,Fire Fighter Riding a Tricycle,"Fire fighter riding a tricycle, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006221,"Salem Fire Department Hose Cart, June 3, 2002","Salem fire station photographs, one of a hose cart, and another of the outside of the station, June 3, 2002",en,,2002/06/03,2002-06-03,2002-06-03,2002-06-03,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006222,"Salem Band Pamphlet, c. 1900","Salem band pamphlet, which has a picture of the band and a list of its members on the side, c. 1900",en,,1900,1900,1900,1900,,Fire departments|| Virginia,Still Image,pamphlets,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006223,Fire Fighters Group Photograph,"Fire fighters group photo, undated, the following people appear in this photograph: the man in the top row fifth from the left is Lt. Roney Purdue, the youngest lieutenant ever promoted by the fire department, also made the first EMS/Health/first responder call with M.J. Brown, Larry Halite is in the top row furthest to the left, Barry Lawson is in the top row second from the left, John Lucas is in the top row third from the left, someone whose only given name is Cramer is in the top row fourth from the left, Dan Hunk is on the bottom row furthest to the left, someone whose only given name is Jeffery is in the bottom row second from the left, Roger Ray is in the bottom row third from the left, and Meagle Brown is in the bottom row, fourth from the left.",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006224,Salem Parade,"Salem parade, with vehicles from the Salem Fire Department participating in the parade, undated",en,,1949/04/30,1949-04-30,1949-04-30,1949-04-30,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006225,Salem Life Saving First Aid Crew Boats,"Salem Life Saving First Aid Crew boats on the river, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
